Release 3 - Nutrient profiles (per 100 g),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271
F004507,19501,Analysed,"Ice cream, vanilla flavour, premium or rich (~15% fat)",916,916,58.8,3.2,0.5,13.5,0.7,0,0,0,1.2,13,0.5,5,,19.7,13.6,13.6,2.8,,,,,,,,,,,,,,,,22.5,22.5,,,,,,,,,,,,0,,0,,110,,,,0.006,,24,0,0,10,0.004,,5.4,,95,150,0,37,,,0.33,160,0,68,,68,171,,,,0.03,0.2,0,0.65,0.65,0.38,0,,0.4,17,0,17,17,0,0.96,0.02,0.04,0,1.18,0.3,,0,,0,,0,,0.3,3.8,2.4,1.5,3.2,,3.9,,11.8,1.3,31,0.7,10.5,,0,,0,,0,70.1,,1.1,,1.7,0,20.5,,0,,0,0,0,23.3,,,,1.8,0.6,,0,,0,,0,,0,0,,0.1,0,,,0,0,0.1,,0,2.6,0.1,,2.7,0.48,0.31,0.19,0.41,,0.5,,1.5,0.16,3.95,0.09,1.34,,0,,0,,0,8.94,,0.14,,0.22,0,2.62,,0,,0,0,0,2.97,,,,0.23,0.08,,0,,0,,0,,0,0,,,12.76,0,,12.76,0,,0,,0,0.33,12.758,,344.45,0,46,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,38,
F004419,19503,Analysed,"Ice confection, stick, milk-based, various flavours",563,561,68.8,2.9,0.45,5.3,0.6,0.2,0,0.2,0.6,14.1,0.4,4.6,,19.8,12.7,12.7,0,,,,,,,,,,,,,,,,19.8,19.8,,,,,,,,,,,,,,,,88,,96,,0.035,0,18,0.08,,14,0.075,,,,82,150,2,40,28,,0.34,44,0,18,0,18,46,,,,0.035,0.24,0.1,0.62,0.72,0.32,0.04,4.2,0,8,0,8,8,0,0.03,0,0,0,0.03,0.3,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,25,,,,1.9,0.9,,,,,,,,,,,,0,,,,,0,,0,2.8,0,,3.1,,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,1.25,,,,0.1,0.04,,,,,,,,,,,,,0,,0,,,,,0,0.14,0,,155.26,0,12,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,36,
F004421,27303,Analysed,"Ice confection, stick, water-based, various flavours",280,280,80.2,0.2,0.04,0,0,0,0,1.3,1.2,14.6,0,0,0,17.1,17.1,17.1,0,,,,,,,,,,,,,,,,17.1,17.1,,,,,,,,,,,,,,,,2,,,,0,,0.8,0.07,,0,0.02,,,,1,3,0,6,,,0.01,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,0,,,,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,0,,,,0,0,,,,,,,,,,,,,0,,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,
F004415,27303,Analysed,"Ice confection, stick or tub, fruit juice or fruit flavoured",306,306,78.1,0.2,0.04,0.1,0.1,0,0,1.1,2.6,14.6,0.4,0,0,18.7,17.5,18.7,0,,,,,,,,,,,,,,,,18.7,18.7,,,,,,,,,,,,,,,,3,,,,0,,0,0.21,,3,0.08,,,,2,33,0.2,6,,,0.03,0,0,8,0,8,1,,,,0.02,0,0,0.01,0.01,,0.02,,0,8,0,8,8,2,0,0,0,0,0,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,0,,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,1,
F005634,19101,Analysed,"Milk, cow, fluid, regular fat (~3.5%)",270,270,88.1,3.3,0.52,3.4,0.7,0,0,0,0,0,0,5.4,0,5.4,0,0,0,,,,,,,,,,,,,,,,5.4,5.4,0,0.2,,0,0,,0,0,,,,0.4,0,0,0,106,0.7,100,,0.005,,22.9,0.02,0,10,0.002,0,2.9,0,87,142,1.2,35,28,0,0.33,41,0,18,0,18,44,,,,0.022,0.183,0.26,0.56,0.81,0.35,0.02,3.8,0.4,5,0,5,5,0,0,0,0.02,0,0.08,0.1,,0,,0,,0,,0.09,4.2,2.6,1.5,3,0,3.6,0,11.7,1.2,31.5,0.7,11,,0.1,0,0,0,0,71.24,,1,0.2,1.7,0.1,20.7,,0,,0,,0,23.7,,,,1.9,0.5,,0,,,,0,,0,0,,0.1,0,,,0,0,0,,0,2.5,0.032,,3.1,0.13,0.08,0.05,0.1,0,0.12,0,0.37,0.04,1.01,0.02,0.35,,0,0,0,0,0,2.28,,0.03,0,0.06,0,0.66,,0,,0,,0,0.76,,,,0.06,0.02,,0,,,,0,,0,0.23,,,2.06,0.23,,0.8,0,,0,,0,0.08,1.029,,99.28,0,10,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,33,
F005602,19101,Recipe,"Milk, cow, fluid, prepared from dry powder, regular fat, standard dilution",292,292,86.1,3.6,0.56,3.6,0.8,0,0,0,0,0,0,6.1,,6.1,0,0,0,,,,,,,,,,,,,,,,6.1,6.1,,,,,,,,,,,,,,,,123,,,,,,17.8,0,,12,,,,,116,186,1.7,47,,,0.33,50,,17,,17,53,,,,0.028,0.228,0,0.78,0.78,,0.03,,0.1,17,0,17,17,6,0.01,0.02,0.02,0,0.12,0.1,,0,,0,,0,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,2.4,,,,,,0.68,,,,,,,0.79,,,,0.06,0.02,,,,,,,,,,,,,0,,3.4,,,,,0,0.09,3.395,,66.89,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,
F005635,19104,Analysed,"Milk, cow, fluid, regular fat (~3.5%), added omega 3 polyunsaturates",253,253,89.2,3.1,0.49,3.2,0.9,0,0,0,0,0,0,5.1,0,5.1,0,0,0,,,,,,,,,,,,,,,,5.1,5.1,,,,,,,,,,,,56,,0.5,0.5,110,1.1,,,0.051,,24,0.44,0.5,10,0.057,0.5,4,,88,200,0.5,40,,,0.12,48,0,5,,5,49,,,,0.04,0.22,0,0.65,0.65,0.8,0.07,,0.6,14,0,14,14,0,0.1,0,0,0,0.1,0.1,,0,,0,,0,,0.09,2,1.9,1,2.2,,2.9,,10.7,1.2,35.7,0,11.4,,0,,0,,0,68.9,,1,,2.2,0,23.5,,0,,0,,0,26.7,,,,2.6,1,,0,,,,0,,0,0,,0.1,0,,,0,0,0,,0.4,4.05,0.4,,2,0.06,0.06,0.03,0.06,,0.09,,0.32,0.04,1.08,0,0.34,,0,,0,,0,2.08,,0.03,,0.07,0,0.71,,0,,0,,0,0.81,,,,0.08,0.03,,0,,,,0,,0,1.51,,,3.02,0,,1.51,0,,0,,10.58,0.12,12.096,,61.39,0,5,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,38,
F005614,19102,Analysed,"Milk, cow, fluid, reduced fat (~1%)",181,181,89.7,3.3,0.52,1.2,0.7,0,0,0,0,0,0,4.8,0,4.8,0,0,0,,,,,,,,,,,,,,,,4.8,4.8,0,0.2,,0,0,,0,0,,,,0,,0,0,115,0.1,,,0.005,,25.6,0.01,0,11,0.002,,2.7,0,92,156,0.7,36,31,,0.37,13,0,4,0,4,14,,,,0.02,0.173,1.1,0.71,1.81,0.4,0.01,,0.2,5,0,5,5,0,0,0,0.02,0,0.08,0,,0,,0,,0,,0.02,7.5,4.2,2.4,4,,4.7,,10.9,1.2,28.9,0.6,9.5,,0.1,,0,,0,74.15,,1,,1.8,0,17.8,,0,,0,,0,20.63,,,,1.8,0.5,,0,,,,0,,0,0,,0.1,0,,,0,0,0,,0,2.36,0,,2.3,0.08,0.05,0.03,0.04,,0.05,,0.12,0.01,0.33,0.01,0.11,,0,,0,,0,0.85,,0.01,,0.02,0,0.2,,0,,0,,0,0.24,,,,0.02,0.01,,0,,,,0,,0,0.11,,,0.8,0,,0,0,,0,,0,0.03,0,,26.03,0,5,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,42,
F005621,19104,Analysed,"Milk, cow, fluid, reduced fat (~1.5%), added omega 3 polyunsaturates",213,213,88.4,4.5,0.71,1.4,0.9,0,0,0,0,0,0,5.1,0,5.1,0,0,0,,,,,,,,,,,,,,,,5.1,5.1,0,0.2,,0,0,,0,0,,,,56,,0.5,0.5,110,1.1,,,0.051,,24,0.44,0.5,11,0.057,0.5,4,,94,200,0.5,40,,,0.12,10,0,5,0,5,11,,,,0.04,0.22,0,1.02,1.02,0.8,0.04,,0.6,26,0,26,26,0,0.1,0,0,0,0.1,0,,0,,0,,0,,0.05,1,0.9,0.5,0.6,,1.6,,3.1,0.3,18,0.2,9,,0,,0.6,,0.2,36.05,,0.2,,0.9,0,54.2,,0.2,,0,,0,55.52,,,,5.4,1.1,,0,,,,0,,0,0,,0.1,0.7,,,0,0,0.1,,1,8.38,1.875,,1.1,0.01,0.01,0.01,0.01,,0.02,,0.04,0,0.24,0,0.12,,0,,0.01,,0,0.48,,0,,0.01,0,0.72,,0,,0,,0,0.73,,,,0.07,0.01,,0,,,,0,,0,0,,,0.99,9.26,,1.65,0,,0,,13.89,0.11,24.806,,14.55,0,5,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,60,
F005637,19103,Analysed,"Milk, cow, fluid, skim (~0.15% fat)",146,146,90.4,3.6,0.56,0,0.5,0,0,0,0,0,0,5.3,0,5.3,0,0,0,,,,,,,,,,,,,,,,5.3,5.3,,,,,,,,,,,,0,,0,0,115,0.2,,,0.004,,18,0,0,11,0.003,,3,0,96,160,1.4,38,,,0.4,0,0,0,0,0,0,,,,0.02,0.17,0,0.89,0.89,0.3,0.02,,0.8,11,0,11,11,0,0,0,0.02,0,0.08,0,,0,,0,,0,,0,3.6,2.3,1.2,2.7,,3.1,0.1,10.6,1.1,30.9,0.7,11.2,0.1,0.2,,0.1,,0,67.87,,0.9,0,1.6,0.3,23.4,,0.2,,0,,,26.47,,,,2.2,0.8,,,,0.6,,,,,,,,0.1,,,,,0.1,,0,3.73,0.167,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,,0,,0,,,0,,,,0,0,,,,0,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,52,
F005605,19103,Recipe,"Milk, cow, fluid, prepared from dry powder, skim, standard dilution",163,163,89.7,3.7,0.59,0.1,0.8,0,0,0,0,0,0,6,,6,0,0,0,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,119,,,,,,22.1,0,,13,,,,,107,193,1.6,48,,,0.36,0,,2,,2,1,,,,0.025,0.182,0,0.8,0.8,,0.02,,0.2,3,0,3,3,1,0.01,0.01,0.01,0,0.09,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,0.05,,,,,,0.02,,,,,,,0.02,,,,0,0,,,,,,,,,,,,,0.08,,0.16,,,,,0,0,0.243,,1.6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
F005599,19101,Analysed,"Milk, cow, fluid, lactose free, regular fat (~3.5%)",246,246,88.2,3.1,0.49,3.1,0.7,0,0,0,2.3,0,0,0,2.2,4.5,0,0,0.2,,,,,,,,,,,,,,,,4.7,4.7,0,0.2,,0,0,,0,0,,,,0,0,0,0,110,0,100,,0.004,,28,0,0,10,0.003,0,3,0,83,150,2.1,35,28,0,0.38,46,0,38,0,38,52,,,,0.05,0.15,0,0.6,0.6,0.28,0.02,3.8,0.4,0,0,0,0,0,0,0,0.02,0,0.08,0,,0,,0,,0,,0,3,2.6,1.3,2.9,,3.5,,11.6,1.3,32.4,0.8,11.7,,0.2,,0,,0,71.3,,1,,1.9,0,19.7,,0,,0,,0,22.6,,,,1.7,0.7,,0,,,,0,,0,0,,0.1,0,,,0,0,0,,0,2.5,0,,0.2,0.09,0.08,0.04,0.08,,0.1,,0.34,0.04,0.96,0.02,0.34,,0,,0,,0,2.1,,0.03,,0.06,0,0.58,,0,,0,,0,0.67,,,,0.05,0.02,,0,,,,0,,0,0,,,2.95,0,,0,0,,0,,0,0.07,0,,5.91,0,11,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,35,
F005598,19102,Label Data,"Milk, cow, fluid, lactose free, reduced fat (~1%)",179,178,89.6,3.3,0.53,1.1,0.7,0.1,0,,,,,,,4.7,0,0,0.2,,,,,,,,,,,,,,,,4.9,4.9,0,0.2,,0,0,,0,0,,,,0,,0,0,122,0,,,0.004,,28,0,0,10,0.003,,3,,83,150,2.1,42,,,0.38,14,0,38,0,38,21,,,,0.05,0.15,0,0.64,0.64,0.28,0.02,,0.4,0,0,0,0,0,0,0,0.02,0,0.08,0,,0,,0,,0,,0,3,2.6,1.3,2.9,,3.5,,11.6,1.3,32.4,0.8,11.7,,0.2,,0,,0,71.3,,1,,1.9,0,19.7,,0,,0,,0,22.6,,,,1.7,0.7,,0,,,,0,,0,0,,0.1,0,,,0,0,0,,0,2.5,0,,0.2,0.03,0.03,0.01,0.03,,0.04,,0.12,0.01,0.34,0.01,0.12,,0,,0,,0,0.76,,0.01,,0.02,0,0.21,,0,,0,,0,0.24,,,,0.02,0.01,,0,,,,0,,0,0,,,1.06,0,,0,0,,0,,0,0.03,0,,2.12,0,5,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,37,
F005581,19105,Analysed,"Milk, cow, canned, evaporated, regular",588,588,72,7.5,1.2,8.2,1.7,0,0,0,0,0,0,10,,10,0,0,0,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,256,,,,0.01,,53,0.15,,24,0.005,,,,248,340,6,104,,,0.8,74,0,44,0,44,82,,,,0.065,0.505,0.15,1.6,1.75,1,0,,0.2,0,0,0,0,1,0,0,0.04,0,0.2,0,,0,,,,,,0,3.6,2.3,1.2,2.7,,3.1,0.1,10.6,1.1,30.9,0.7,11.2,0.1,0.2,,0.1,,0,67.87,,0.9,0,1.6,0.3,23.4,,0.2,,0,,,26.47,,,,2.2,0.8,,,,0.6,,,,,,,,0.1,,,,,0.1,,0,3.73,0.167,0,2,0.27,0.18,0.09,0.21,,0.24,0,0.82,0.08,2.38,0.05,0.86,0.01,0.02,,0.01,,0,5.23,,0.07,0,0.12,0.02,1.8,,0.02,,0,,,2.04,,,,0.17,0.06,,,,48.78,,,,,,,,,5.13,,7.7,,,,,0,0.29,12.836,0,151.72,0,24,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,94,
F005580,19105,Analysed,"Milk, cow, canned, evaporated, reduced fat (~2%)",380,380,77.9,7.8,1.23,2.1,1.8,0,0,0,0,0,0,10.6,,10.6,0,0,0,,,,,,,,,,,,,,,,10.6,10.6,,,,,,,,,,,,,,,,266,,,,0.005,,53,0.3,,25,0.005,,,,244,348,6,104,,,0.9,16,0,8,0,8,17,,,,0.075,0.555,0.1,1.66,1.76,1,0,,0.2,0,0,0,0,0,0,0,0.04,0,0.2,0,,0,,,,,,0,3.6,2.3,1.2,2.7,,3.1,0.1,10.6,1.1,30.9,0.7,11.2,0.1,0.2,,0.1,,0,67.87,,0.9,0,1.6,0.3,23.4,,0.2,,0,,,26.47,,,,2.2,0.8,,,,0.6,,,,,,,,0.1,,,,,0.1,,0,3.73,0.167,0,2,0.07,0.04,0.02,0.05,,0.06,0,0.21,0.02,0.61,0.01,0.22,0,0,,0,,0,1.35,,0.02,0,0.03,0.01,0.46,,0,,0,,,0.52,,,,0.04,0.02,,,,12.57,,,,,,,,,1.32,,1.98,,,,,0,0.07,3.308,0,39.09,0,10,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,98,
F005582,19105,Analysed,"Milk, cow, canned, sweetened, condensed, regular",1362,1362,25.7,8.3,1.3,9.2,1.9,0,0,0.2,0.3,43.1,0,11.4,,55,45.8,45.8,0,,,,,,,,,,,,,,,,55,55,,,,,,,,,,,,,,,,268,,,,0.01,,36,0.15,,25,0.005,,,,255,357,8,106,,,0.9,70,0,46,0,46,78,,,,0.08,0.605,0.3,1.77,2.07,2,0,,0.4,0,0,0,0,1,0,0,0.06,0,0.3,0.2,,0,,,,,,0.2,3.6,2.5,1.5,3.1,,3.4,,10.9,1.3,27.4,0.7,13.8,,1.2,,,,,69.4,,,,,,,,,,,,,25.04,,,,1.6,0.8,,,,,,,,,,,,0,,,,,0.1,,0,2.5,0.075,,3.5,0.31,0.22,0.13,0.27,,0.3,,0.95,0.11,2.38,0.06,1.2,,0.1,,,,,6.03,,,,,,,,,,,,,2.18,,,,0.14,0.07,,,,,,,,,,,,,0,,6.52,,,,,0,0.22,6.52,,304.29,0,31,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,104,
F005587,19802,Analysed,"Milk, cow, fluid, flavoured, chocolate, reduced fat",264,264,85.2,3.3,0.52,1.9,0.7,0,0,0,0,4.1,0,4.5,0,8.6,4.1,4.1,0,0,,,,,,,,,,,,,,,8.6,8.6,,,,,,,,,,,,0,,0,,112,,,,0.026,,21.5,0.22,0,14,0.038,,3.4,,95,169,1.6,46,,,0.39,22,0,6,,6,23,,,,0.01,0.175,0.2,0.68,0.88,0.29,0,,0.2,6,0,6,6,0,0.08,0,0,0,0.08,0,,0,,0,,0,,0,4.1,2.6,1.6,3.5,,3.9,,11.5,1.3,29.4,0.8,10.9,,0.1,,0,,0,69.7,,1,,1.5,0,20.6,,0,,0,0,0,23.1,,,,2.4,0.6,,0,,0,,0,,0,0,,0.1,0,,,0,0,0,,0,3.1,0,,2.7,0.07,0.05,0.03,0.06,,0.07,,0.21,0.02,0.53,0.01,0.2,,0,,0,,0,1.25,,0.02,,0.03,0,0.37,,0,,0,0,0,0.41,,,,0.04,0.01,,0,,0,,0,,0,0,,,1.8,0,,0,0,,0,,0,0.06,0,,48.48,1,8,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,40,
F005648,19106,Recipe,"Milk, cow, powder, regular fat",2064,2064,2.8,25.3,3.96,25.6,5.8,0,0,0,0,0,0,43,,43,0,0,0,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,850,,,,,,120,0,,80,,,,,810,1300,12,310,,,2.3,369,0,120,0,120,389,,,,0.2,1.6,0,5.44,5.44,,0.19,,0.7,117,0,117,117,41,1.14,0.09,0.1,0,1.75,0.9,,0,,0,,0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.44,0.29,0.68,,0.97,,2.97,0.34,7.98,0.19,2.73,,0.05,,0,,0,17.11,,0.26,,0.51,0,4.88,,0,,0,,0,5.66,,,,0.44,0.17,,0,,,,0,,0,0,,,0,0,,24.17,0,,0,,0,0.63,24.173,,476.21,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,
F005650,19106,Analysed,"Milk, cow, powder, regular fat, unfortified",2048,2048,2.7,25.3,3.96,25.2,5.8,0,0,0,0,0,0,43,,43,0,0,0,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,850,,,,,,120,0,,80,,,,,810,1300,12,310,,,2.3,350,0,120,0,120,370,,,,0.2,1.6,0,5.44,5.44,,0.19,,0.7,117,0,117,117,41,0.1,0.11,0.13,0,0.86,0.9,,0,,0,,0,,0.9,2,1.8,1.2,2.8,,4,,12.3,1.4,33,0.8,11.3,,0.2,,0,,0,70.8,,1.1,,2.1,0,20.2,,0,,0,,0,23.4,,,,1.8,0.7,,0,,,,0,,0,0,,0,0,,,0,0,0.1,,0,2.6,0.1,,2,0.48,0.43,0.28,0.66,,0.95,,2.92,0.33,7.84,0.19,2.68,,0.05,,0,,0,16.83,,0.26,,0.5,0,4.8,,0,,0,,0,5.56,,,,0.43,0.17,,0,,,,0,,0,0,,,0,0,,23.77,0,,0,,0,0.62,23.767,,468.2,0,110,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,320,
F005649,19106,Analysed,"Milk, cow, powder, regular fat, added vitamins A & D",2128,2128,3.3,25.3,3.96,27.3,5.8,0,0,0,0,0,0,43,,43,0,0,0,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,850,,,,,,120,0,,80,,,,,810,1300,12,310,,,2.3,447,0,120,0,120,467,,,,0.2,1.6,0,5.44,5.44,,0.19,,0.7,117,0,117,117,41,5.3,0,0,0,5.3,0.9,,0,,0,,0,,0.9,2,1.8,1.2,2.8,,4,,12.3,1.4,33,0.8,11.3,,0.2,,0,,0,70.8,,1.1,,2.1,0,20.2,,0,,0,,0,23.4,,,,1.8,0.7,,0,,,,0,,0,0,,0,0,,,0,0,0.1,,0,2.6,0.1,,2,0.52,0.46,0.31,0.72,,1.03,,3.17,0.36,8.51,0.21,2.92,,0.05,,0,,0,18.26,,0.28,,0.54,0,5.21,,0,,0,,0,6.04,,,,0.46,0.18,,0,,,,0,,0,0,,,0,0,,25.8,0,,0,,0,0.67,25.798,,508.23,0,110,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,320,
F005652,19106,Analysed,"Milk, cow, powder, skim",1519,1519,4.3,34.9,5.47,0.8,7.9,0,0,0,0,0,0,56,,56,0,0,0,,,,,,,,,,,,,,,,56,56,,,,,,,,,,,,,,,,1100,,,,,,200,0,,110,,,,,1000,1800,15,420,,,3.3,4,0,16,0,16,7,,,,0.23,1.7,0,7.44,7.44,,0.23,,1.6,26,0,26,26,13,0.1,0.11,0.13,0,0.86,0,,0,,0,,0,,0,4.1,7.8,6,3.4,,4.2,,8.3,1,23.2,0.6,8.8,,0.2,,0.1,,0,67.7,,0.7,,1.6,0,21.4,,0.1,,0,,0,23.8,,,,4.9,0.9,,0,,,,,,0,0.2,,0.2,0.1,,,0,0,0.2,,0,6.5,0.3,,2,0.03,0.06,0.04,0.02,,0.03,,0.06,0.01,0.18,0,0.07,,0,,0,,0,0.51,,0,,0.01,0,0.16,,0,,0,,0,0.18,,,,0.04,0.01,,0,,,,,,0,1.51,,,1.51,0.76,,1.51,0,,0,,0,0.05,2.268,,14.89,0,29,221,234,497,56,1329,130,193,369,625,528,153,315,636,404,322,308,80,433,1209,1280,2719,306,7270,711,1056,2018,3419,2888,837,1723,3479,2210,1761,1685,438,2369
